code,category,name,uri1,uri2,uri3,uri4,uri5,eiri1,eiri2,eiri3,eiri4,eiri5,kei1,kei2,kei3,kei4,kei5,uri2_1,uri2_2,uri2_3,uri2_4,uri2_5,eiri2_1,eiri2_2,eiri2_3,eiri2_4,eiri2_5,kei2_1,kei2_2,kei2_3,kei2_4,kei2_5,dividend
6897,家庭用電気機器,ツインバード,"11,625","12,159","12,505","12,869","10,930",113,178,608,719,40,57,66,484,610,143,"5,864","5,237","7,080","4,805","4,786",3,－97,804,－480,－228,－67,－161,754,－400,－193,3.0
6898,化学・化成品,トミタ電機,"1,420","1,088","1,082","1,828","2,004",－114,－202,－129,128,143,－115,－204,－119,138,139,532,562,819,"1,105",810,－102,－78,81,166,7,－102,－79,82,158,0,
6899,自動車部品,ＡＳＴＩ,"47,547","45,496","45,213","58,790","64,883","1,730",959,980,281,"1,894","2,050","1,005","1,381",840,"2,095","22,681","17,756","25,987","33,907","30,202",598,－376,171,"1,040","1,152",672,－275,239,"1,570","1,803",90.0
6907,半導体・電子部品,ジオマテック,"6,286","5,449","6,306","6,259","5,812",－501,"－1,206",－89,－119,66,－428,"－1,159",－17,－1,140,"2,715","2,909","3,029","3,079","2,203",－659,－211,－31,228,－395,－639,－215,0,296,－338,15.0
6912,半導体・電子部品,菊水ホールディングス,"8,917","9,072","8,163","10,076","12,066",696,654,418,"1,033","1,531",701,660,460,"1,087","1,528","4,152","3,498","4,674","5,434","5,715",220,－62,560,631,760,230,－37,591,696,808,38.0
6918,製造用機械・電気機械,アバールデータ,"7,699","7,821","8,537","9,795","14,390","1,543","1,467","1,759","1,926","2,396","1,595","1,523","1,835","2,017","2,495","3,617","4,048","4,680","7,483","6,403",667,818,936,"1,176","1,168",699,874,996,"1,241","1,266",51.0
6919,半導体・電子部品,ケル,"10,185","10,591","10,163","12,793","14,500",791,"1,026",988,"2,114","2,400",881,"1,055","1,008","2,142","2,536","5,209","4,766","6,155","6,984","6,372",435,429,957,"1,287",707,469,435,986,"1,454",850,47.0
6930,情報機器・通信機器,日本アンテナ,"16,692","16,535","15,297","12,606","12,070","1,135",784,284,"－1,299","－1,932","1,054",768,230,"－1,225","－1,933","7,673","7,076","6,319","5,573","5,213",159,－84,－530,－898,"－1,379",168,－100,－509,－886,"－1,270",21.0
6942,システム・ソフトウエア,ソフィアホールディングス,"4,535","9,846","11,384","11,783","9,422",－233,209,730,883,368,－343,156,749,889,399,"4,285","5,472","5,518","4,947","4,517",87,261,343,210,126,69,247,338,202,129,
6943,半導体・電子部品,ＮＫＫスイッチズ,"7,664","7,266","6,830","8,938","10,328",－335,85,11,800,889,－294,45,69,878,"1,042","3,666","3,382","4,414","5,176","5,073",50,－87,619,585,376,2,－65,642,701,437,50.0
6946,情報機器・通信機器,日本アビオニクス,"17,460","16,805","20,195","19,230","17,754",－70,83,"1,363","1,850","1,951",－155,25,"1,289","1,805","1,925","7,708","9,143","9,648","7,862","8,669",－356,342,950,578,910,－376,285,932,565,896,30.0
6955,製造用機械・電気機械,ＦＤＫ,"72,113","62,123","61,543","61,456","62,784",823,841,"1,743","2,083",789,718,565,"1,274","1,968",851,"31,986","29,975","30,570","31,734","30,246",36,963,"1,392",670,－76,－37,709,"1,302",839,136,
6957,半導体・電子部品,芝浦電子,"27,121","26,166","25,175","30,612","33,193","2,787","2,291","3,136","5,572","5,460","2,863","2,392","3,162","5,633","5,617","13,263","11,240","15,418","16,370","16,183","1,105",837,"2,806","2,606","2,575","1,162",823,"2,816","2,787","2,726",200.0
6960,業務用機械器具,フクダ電子,"129,775","133,393","146,756","132,098","134,648","12,645","13,283","19,811","22,708","24,093","13,288","13,647","20,264","23,422","25,081","67,129","60,670","61,692","62,628","66,541","7,159","6,978","10,380","11,070","13,951","7,242","7,157","10,650","11,662","14,099",15.0
6964,製鉄・金属製品,サンコー,"13,826","14,726","13,321","14,092","15,674",569,544,622,598,494,653,586,810,718,568,"7,224","5,599","6,954","7,601","8,515",264,35,369,228,415,293,126,402,306,569,13.0
6969,半導体・電子部品,松尾電機,"4,383","3,659","3,803","4,709","4,649",91,25,262,642,546,53,21,233,568,528,"1,814","1,680","2,373","2,289","2,142",－19,39,287,276,199,－5,25,274,262,175,15.0
6977,半導体・電子部品,日本抵抗器製作所,"6,752","6,179","5,543","6,185","7,204",343,150,41,111,311,342,159,49,104,287,"3,102","2,939","2,991","3,219","3,597",103,82,56,141,81,104,88,57,167,121,15.0
6982,自動車部品,リード,"5,841","6,444","4,748","3,964","5,021",－64,124,－261,－268,140,－32,147,－140,－142,205,"3,055","1,957","1,776","2,376","2,474",16,－278,－217,56,32,27,－181,－150,87,68,15.0
6993,製造用機械・電気機械,大黒屋ホールディングス,"20,439","17,270","12,606","17,195","12,447",－163,136,－352,－122,124,－722,－391,－712,－283,－35,"9,565","5,325","8,265","6,687","5,514",37,－172,－24,－32,－8,－343,－245,－114,－110,－64,
6994,半導体・電子部品,指月電機製作所,"21,761","23,597","21,827","23,874","26,127","1,114","1,182",698,996,937,"1,302","1,371","1,109","1,364","1,223","11,410","9,883","10,927","12,457","12,746",417,91,305,135,414,526,148,369,353,464,3.0
6998,製鉄・金属製品,日本タングステン,"12,651","11,607","9,894","12,038","12,645","1,029",502,275,913,927,"1,105",671,643,"1,239","1,227","5,711","4,705","5,865","6,611","5,669",267,－7,483,602,289,351,136,619,756,457,50.0
7018,造船,内海造船,"27,629","35,071","31,121","33,035","37,617",448,312,－891,462,765,379,212,－862,423,638,"15,721","15,069","14,550","18,326","26,342",164,－518,192,248,"2,691",108,－557,176,210,"2,698",40.0
7021,造船,ニッチツ,"8,424","9,015","8,473","7,856","8,024",142,157,99,－57,－38,137,169,102,47,－23,"4,311","4,412","3,893","4,102","4,089",8,76,－67,53,166,20,105,－32,90,146,15.0
7031,企業向け専門サービス,インバウンドテック,"2,953","2,983","2,003","2,769","3,291",51,211,277,291,394,50,210,268,288,390,-,912,"1,158","1,594","1,715",-,160,91,245,170,-,169,91,243,167,
7036,広告,イーエムネットジャパン,"6,894","7,855","9,305","10,672","1,466",255,327,290,503,230,239,334,291,436,238,"3,824","4,367","5,289",723,684,185,142,233,105,43,184,142,165,112,50,15.0
7039,企業向け専門サービス,ブリッジインターナショナル,"2,912","3,262","3,646","5,593","6,707",348,385,438,644,881,331,386,441,649,886,"1,561","1,741","2,706","3,470","3,576",209,210,369,545,473,208,212,370,548,475,35.0
7040,生活関連サービス,サン・ライフホールディング,"12,470","11,839","10,322","11,055","12,600",976,381,53,354,863,"1,069",462,244,454,970,"5,734","4,724","5,178","5,916","6,387",274,－312,6,301,477,325,－268,63,342,523,16.0
7041,人材紹介・人材派遣,ＣＲＧホールディングス,"22,189","20,148","19,474","21,380","20,815",455,416,376,483,113,434,410,474,463,107,"11,262","11,057","9,453","10,804","11,170",179,225,146,327,167,167,222,239,314,170,
7042,企業向け専門サービス,アクセスグループ・ホールディングス,"4,560","3,789","3,283","3,683","1,906",58,－171,－226,54,57,38,－189,－246,38,45,"2,220","1,943","1,498","1,660","1,756",25,－75,－223,－69,21,10,－83,－242,－83,12,12.0
7043,教育,アルー,"2,305","2,509","1,819","2,396","2,772",183,165,－218,278,230,152,160,－216,280,227,"1,228",752,"1,107","1,314","1,477",97,－283,105,146,60,92,－288,107,151,61,7.0
7046,企業向け専門サービス,ＴＤＳＥ,"1,351","1,377","1,323","1,723","2,415",195,126,50,217,265,212,127,68,219,267,636,602,734,"1,088","1,246",4,－29,60,124,115,6,－12,60,125,117,10.0
7047,インターネットサイト運営,ポート,"3,039","4,103","4,689","6,994","11,364",542,699,106,599,"1,699",517,708,159,564,"1,658","1,802","1,841","2,914","5,266","7,515",298,71,123,792,"1,395",291,51,105,777,"1,364",
7048,旅行・ホテル,ベルトラ,"3,371","4,351",890,492,"1,163",417,844,"－1,333","－1,098",－794,319,768,"－1,250","－1,104",－753,"1,934",793,180,355,"1,157",432,－500,－612,－488,－203,387,－505,－628,－435,－233,
7049,企業向け専門サービス,識学,"1,251","1,720","2,506","3,823","4,458",247,283,137,359,－57,233,282,199,346,－73,779,966,"1,801","2,186","2,296",133,－24,201,－22,－194,133,－25,197,－38,－194,
7050,広告,フロンティアインターナショナル,"12,780","13,118","15,721","25,136","17,047","1,126","1,285",751,"3,131","1,875","1,114","1,288",943,"3,182","1,864","6,462","6,655","10,282","8,328","8,301",684,294,"1,401","1,026",832,685,411,"1,418","1,027",850,90.0
7057,不動産・住宅,エヌ・シー・エヌ,"6,516","6,610","6,431","8,571","9,240",261,229,282,396,422,316,258,323,419,455,"3,306","3,211","3,651","4,629","4,220",129,131,144,238,23,144,150,154,245,8,40.0
7058,生活関連サービス,共栄セキュリティーサービス,"5,682","6,415","6,184","7,997","8,017",403,445,329,971,489,426,496,419,"1,052",531,"3,137","3,015","4,432","3,914","4,321",195,145,700,321,186,227,212,756,340,228,90.0
7061,生活関連サービス,日本ホスピスホールディングス,"3,015","4,193","4,916","6,019","7,894",242,501,358,598,959,133,386,206,417,782,"1,947","2,286","2,820","3,509","4,649",183,100,190,306,677,125,30,122,251,537,
7062,生活関連サービス,フレアス,"3,711","3,962","3,672","4,174","4,584",276,74,－16,184,14,313,119,102,223,70,"1,929","1,685","2,070","2,206","2,733",36,－149,119,－18,52,41,－102,119,－15,50,10.57
7063,コンテンツ制作・配信,Ｂｉｒｄｍａｎ,"2,133","2,121","1,757","3,367","4,484",189,－74,－239,231,56,167,－88,－208,229,42,"1,065","1,243","1,329","1,429","1,862",145,122,49,72,140,145,100,49,71,133,
7064,インターネットサイト運営,ハウテレビジョン,658,834,868,"1,144","1,543",72,91,－215,46,396,69,81,－218,44,395,451,443,560,761,917,82,－42,－3,225,217,72,－43,－3,225,216,
7065,リース・レンタル,ユーピーアール,"11,671","12,732","12,927","13,329","14,833",756,"1,134",530,532,830,"1,008","1,381",850,"1,114","1,192","5,612","6,218","6,314","6,429","7,437",468,639,300,300,462,525,770,479,674,593,13.0
7066,教育,ピアズ,"2,772","3,484","3,130","3,793","5,627",507,331,101,57,426,487,377,137,74,407,"1,456","2,621","1,550","1,491","2,881",337,391,184,－17,184,334,392,223,－10,172,12.72
7067,広告,ブランディングテクノロジー,"4,992","5,161","4,420","4,939","5,163",147,63,－114,111,120,152,57,－116,109,122,"2,565","2,128","2,243","2,545","2,206",61,－90,39,58,3,52,－92,37,58,0,16.0
7068,広告,フィードフォースグループ,700,"1,526","2,587","3,005","3,966",45,415,889,930,"1,029",34,371,874,912,"1,020",444,"1,145","1,372","1,880","2,143",77,315,507,402,647,69,305,507,398,622,
7069,広告,サイバー・バズ,"2,944","2,996","3,172","4,268","5,757",433,215,2,143,391,411,204,4,171,412,"1,371","1,611","1,466","2,180","2,581",212,187,9,52,133,212,179,11,57,152,
7072,広告,インティメート・マージャー,"2,188","2,042","2,017","2,800","2,982",146,57,51,94,138,142,36,39,92,139,"1,107","1,083",970,"1,354","1,552",121,38,32,43,126,121,33,20,42,128,
7073,人材紹介・人材派遣,ジェイック,"2,702","3,030","2,241","2,593","3,206",231,341,－281,91,214,221,333,－277,108,224,"1,622","1,200","1,333","1,530","1,822",245,－140,56,160,22,241,－142,62,166,21,47.0
7074,レジャー・レジャー施設,トゥエンティーフォーセブン,"6,801","7,697","5,700","5,457","4,236","1,107",991,"－1,013",－50,－539,"1,108",971,－984,－42,－532,"3,857","2,423","2,785","2,208","1,696",507,－662,－64,－312,－179,507,－660,－57,－306,－184,
7077,インターネットサイト運営,ＡＬｉＮＫインターネット,694,743,610,649,685,349,350,223,220,202,344,327,215,215,197,377,319,342,366,318,190,134,127,127,56,184,130,123,126,56,
7078,広告,ＩＮＣＬＵＳＩＶＥ,"1,669","1,504","1,376","1,743","4,804",308,266,31,－44,－354,307,258,42,－32,－347,769,613,693,"1,851","2,552",178,－12,－16,－228,－161,176,－7,－15,－206,－169,
7079,企業向け専門サービス,ＷＤＢココ,"1,781","2,285","2,570","3,615","4,070",338,473,524,963,"1,085",338,460,527,963,"1,087","1,131","1,192","1,738","1,976","2,157",290,259,538,525,540,288,261,538,528,541,41.0
7080,人材紹介・人材派遣,スポーツフィールド,"1,516","1,917","1,883","2,130","2,866",124,194,16,－32,637,113,192,32,－35,634,"1,107","1,043","1,143","1,636","1,890",268,112,56,534,628,268,117,55,533,627,30.0
7081,リース・レンタル,コーユーレンティア,"19,975","22,463","21,556","23,994","26,188",616,"1,476","1,382","2,522","2,430",475,"1,417","1,369","2,519","2,421",-,"11,734","11,750","12,827","14,719",-,868,"1,203","1,367","1,442",-,856,"1,208","1,363","1,461",50.0
7082,広告,ジモティー,983,"1,263","1,376","1,711","1,802",9,88,308,377,461,7,74,307,373,481,621,698,802,905,899,55,165,292,171,348,54,164,286,181,356,
7083,生活関連サービス,ＡＨＣグループ,"3,464","4,120","4,086","4,114","4,904",67,243,106,－234,－215,61,255,197,39,－200,"1,977","1,992","1,988","2,318","2,843",119,17,－95,－111,－103,133,56,－19,－103,－82,
7084,生活関連サービス,Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,"5,326","7,275","9,113","10,659","11,860",－132,－323,－382,－214,－31,"1,965","1,885",983,"1,147",378,"3,438","4,430","5,280","5,731","6,163",－306,－317,－145,－164,－35,"1,770",921,"1,250",248,56,
7086,生活関連サービス,きずなホールディングス,"7,193","7,676","8,030","9,270","10,535",813,488,733,"1,072","1,181",616,333,565,897,992,"3,441","3,829","3,788","4,244","4,775",334,380,342,450,456,243,303,260,363,364,
7087,人材紹介・人材派遣,ウイルテック,"22,899","24,800","25,277","29,971","33,231",851,"1,129",440,384,991,939,"1,175","1,248",648,"1,132","12,250","11,739","14,351","16,226","16,047",606,39,195,328,－2,627,384,352,409,28,28.0
7089,人材紹介・人材派遣,フォースタートアップス,"1,045","1,262","1,273","2,348","2,998",244,240,76,488,585,247,219,79,492,586,594,604,"1,094","1,437","1,609",159,58,253,317,304,159,63,252,318,303,
7090,医薬品・医療品卸,リグア,"1,809","2,167","2,687","3,202","2,837",65,224,247,158,－508,64,203,240,151,－527,950,"1,233","1,659","1,236","1,607",52,158,98,－356,－33,52,155,92,－365,－53,
7091,生活関連サービス,リビングプラットフォーム,"6,627","7,730","9,132","11,625","13,694",327,328,220,491,－234,230,234,242,581,35,"3,599","4,277","5,321","6,715","8,111",139,－12,246,179,30,52,－104,485,59,105,
7093,企業向け専門サービス,アディッシュ,"2,160","2,501","2,723","2,992","3,420",47,130,7,51,98,44,135,4,70,107,"1,132","1,373","1,453","1,566","1,760",16,18,39,50,－76,20,13,45,58,－76,
7094,企業向け専門サービス,ＮｅｘＴｏｎｅ,"3,239","4,345","6,122","7,489","8,814",182,305,539,708,840,186,295,540,713,841,"2,048","2,644","3,447","4,143","4,437",131,217,298,322,439,132,217,299,325,440,
7095,広告,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,"4,685","6,466","9,779","14,425","19,589",198,374,785,"1,237","2,162",195,364,785,"1,233","2,108","3,643","4,092","7,394","8,875","19,115",326,335,638,921,"2,010",324,335,636,927,"1,998",56.0
7096,企業向け専門サービス,ステムセル研究所,"1,149","1,676","1,409","1,781","2,091",215,382,86,226,297,216,382,92,212,300,808,684,865,"1,036","1,213",222,47,110,163,215,222,52,95,164,216,
7097,生活関連サービス,さくらさくプラス,"5,154","7,629","10,004","11,992","13,844",45,241,464,21,314,"1,395","1,494","1,641","1,160",542,-,"3,352","4,382","5,599","6,576",-,3,11,80,21,-,219,－134,108,61,6.0
7110,通信販売,クラシコム,"2,748","3,472","4,532","5,163","6,060",-,532,779,841,965,413,561,797,850,968,-,-,-,"2,569","3,027",-,-,-,422,495,-,-,-,430,487,40.0
7111,建材・電気機械・金属卸,ＩＮＥＳＴ,-,-,-,-,"7,937",-,-,-,-,202,-,-,-,-,156,-,-,-,-,"3,835",-,-,-,-,13,-,-,-,-,－5,
7112,専門店・ドラッグストア,キューブ,814,"2,356","2,614","3,900","5,559",-,-,157,687,907,－230,67,164,690,898,-,-,-,"2,898","2,531",-,-,-,612,199,-,-,-,615,203,
7114,食品卸,フーディソン,"2,180","2,870","2,955","3,592","5,279",-,-,－82,－43,136,－112,－11,－58,－8,139,-,-,-,"2,361","2,977",-,-,-,52,52,-,-,-,59,51,
7115,生活関連用品卸,アルファパーチェス,"35,976","35,207","32,447","37,948","44,383",-,-,741,864,"1,042",633,648,716,827,994,-,-,-,"20,698","24,932",-,-,-,495,603,-,-,-,470,595,20.0
7116,建材・電気機械・金属卸,ダイワ通信,"2,960","2,936","6,740","4,790","4,818",-,-,"2,110",611,394,21,122,"2,114",610,370,-,-,-,"2,126","2,334",-,-,-,186,143,-,-,-,184,140,
7119,通信販売,ハルメクホールディングス,-,0,"15,135","25,233","28,738",-,-,601,"1,358","2,030",-,"－1,392",474,"1,172","1,864",-,-,"12,036","13,653","15,253",-,-,479,910,776,-,-,385,820,622,
7120,建材・電気機械・金属卸,ＳＨＩＮＫＯ,"12,169","13,356","12,684","13,886","15,948",-,-,474,605,752,417,635,477,612,762,-,-,-,"6,840","7,541",-,-,-,281,201,-,-,-,286,206,70.0
7126,衣料品・服飾品小売,グローバルスタイル,"9,720","9,017","8,326","9,093","10,407",662,193,309,548,659,632,257,319,559,689,-,-,-,"4,361","4,676",-,-,-,236,159,-,-,-,238,177,26.0
7129,専門店・ドラッグストア,ミアヘルサホールディングス,-,-,-,"19,510","22,249",-,-,-,186,191,-,-,-,189,169,-,-,-,"10,931","10,993",-,-,-,7,24,-,-,-,－11,20,13.0
7131,繊維・化学・製紙卸,のむら産業,"5,047","4,898","5,068","5,458","5,972",300,264,316,375,448,306,265,324,370,446,-,-,-,"2,662","3,031",-,-,-,198,256,-,-,-,197,255,47.0
7133,専門店・ドラッグストア,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,"3,410","4,331","5,086","5,782","6,657",-,122,228,519,530,64,122,250,506,557,-,-,"2,767","3,168","3,899",-,-,226,254,201,-,-,223,263,199,
7134,自動車小売,アップガレージグループ,493,"9,343","9,922","10,530","11,355",-,197,448,689,846,176,209,465,699,874,-,-,"4,800","5,131","5,542",-,-,252,291,262,-,-,257,307,274,21.0
7138,インターネットサイト運営,ＴＯＲＩＣＯ,"2,813","3,173","4,991","5,390","5,004",-,－32,258,199,130,－35,－28,273,207,128,-,-,"2,731","2,325","1,883",-,-,114,51,－96,-,-,120,51,－98,
7140,インターネットサイト運営,ペットゴー,"8,003","8,131","9,455","9,650","10,025",-,－3,99,165,236,57,22,112,152,230,-,-,"4,583","5,003","5,052",-,-,65,194,200,-,-,57,191,197,
7157,保険,ライフネット生命保険,"－1,656","－2,195","－2,874","－3,213","－5,072","－1,719","－2,382","－3,089","－3,245","－4,949","－1,232","－1,049","－1,316","－2,601",-,"－1,214","－1,128","－1,427","－2,492","3,926",,,,,,,,,,,
7162,投資,アストマックス,"11,120","11,932","12,280","12,769","11,774",160,－166,262,527,－750,130,－185,95,324,－857,"5,888","3,840","4,527","5,795","7,257",－43,84,－10,－343,388,－7,16,－106,－419,276,7.0
7163,銀行,住信ＳＢＩネット銀行,-,-,-,-,-,"17,944","18,738","20,726","23,265","29,390",-,-,-,-,-,-,-,-,"14,320","16,321",,,,,,,,,,,7.5
7175,証券,今村証券,337,554,"1,870","1,421",884,350,567,"1,898","1,448",911,147,635,868,488,860,157,651,884,504,878,,,,,,,,,,,35.0
7177,証券,ＧＭＯフィナンシャルホールディングス,"11,812","9,762","12,268","15,396","9,150","11,849","9,686","11,806","16,037","7,875","4,284","7,863","9,548","6,297","7,929","4,189","7,658","9,843","6,613","7,775",,,,,,,,,,,10.1
7185,金融仲介,ヒロセ通商,"8,378","8,412","8,732","8,722","10,318","3,014","3,024","2,853","2,706","3,586","2,967","2,972","2,855","2,703","3,585","3,773","4,241","4,059","4,990","5,497","1,139","1,393","1,173","1,588","2,248","1,116","1,367","1,175","1,585","2,245",39.0
7208,自動車部品,カネミツ,"9,121","8,154","7,034","8,762","10,024",929,113,－398,200,425,959,113,－398,239,487,"4,117","2,843","4,307","4,610","5,316",52,－517,106,94,229,47,－529,129,139,260,14.5
7217,自動車部品,テイン,"4,155","4,229","4,719","4,971","5,243",363,566,951,770,607,377,530,"1,120",990,660,"2,348","2,525","2,564","2,817","2,565",360,527,535,334,362,286,591,603,525,453,32.0
7218,自動車部品,田中精密工業,"38,115","32,004","26,041","29,671","34,228","1,440",－320,－239,"1,297","2,186","1,652",－162,－197,"1,291","2,841","17,044","10,868","13,492","15,719","19,591",393,"－1,045",550,392,"1,269",493,－992,639,374,"1,366",5.0
7219,自動車部品,エッチ・ケー・エス,"7,545","7,226","7,971","8,629","9,241",198,97,372,532,637,222,140,455,720,725,"3,529","3,558","3,745","3,930","4,460",19,－1,128,277,232,57,43,167,344,219,30.0
7228,自動車部品,デイトナ,"8,097","8,606","9,910","12,536","14,586",594,687,"1,186","1,828","2,056",624,705,"1,199","1,888","2,116","4,153","4,318","5,766","6,971","6,745",308,381,837,967,892,313,384,870,"1,008",868,121.0
7229,自動車部品,ユタカ技研,"181,264","163,435","191,326","213,395","218,004","8,599","4,589","3,641","8,853","3,853","9,010","4,546","3,837","11,365","4,933","87,607","85,768","94,547","108,897","103,920","4,589","1,258","3,344","1,071","3,182","4,344",854,"3,720","2,448","3,779",36.0
7235,自動車部品,東京ラヂエーター製造,"30,194","28,899","25,996","26,988","31,785","1,440",716,122,－92,823,"1,596",863,373,95,849,"14,707","10,852","13,027","15,037","16,230",322,－469,24,－69,651,390,－328,138,51,728,9.0
7254,自動車部品,ユニバンス,"59,924","56,288","46,249","49,061","48,601","1,646",－517,－661,"3,036","1,146","1,453","－1,153",－253,"3,285","1,095","30,323","16,982","24,514","23,899","24,993",－73,"－2,429","1,938",321,"1,366",－284,"－2,238","1,847",504,"1,480",3.0
7255,自動車部品,桜井製作所,"5,915","6,242","3,414","4,871","4,598",45,38,－560,28,－416,101,115,－393,188,－290,"3,550","1,558","2,694","2,150","3,076",198,－399,64,－253,－166,228,－318,141,－142,－74,10.0
7264,自動車部品,ムロコーポレーション,"20,368","21,401","18,965","20,533","21,842","2,030","1,256",997,"1,259",410,"2,408","1,395","1,589","1,963",770,"10,765","8,066","10,260","10,488","11,971",705,－162,971,178,943,713,93,"1,072",737,"1,348",22.0
7265,自動車部品,エイケン工業,"5,947","5,387","6,802","6,954","6,796",461,248,567,339,116,485,265,591,365,147,"2,923","2,763","3,384","3,362","3,611",234,162,340,211,68,245,156,351,224,85,110.0
7268,自動車部品,タツミ,"7,725","6,347","5,779","6,130","6,411",18,－280,－229,－295,－227,1,－305,－229,－288,－263,"3,189","2,280","3,222","3,019","3,550",－194,－347,－24,－177,－6,－207,－331,－40,－92,106,3.0
7273,自動車部品,イクヨ,"16,846","15,647","10,500","13,238","14,608",780,380,－375,356,695,797,446,－260,363,706,"7,624","4,157","6,289","6,430","8,106",110,－485,37,114,154,157,－418,41,121,138,20.0
7279,自動車部品,ハイレックスコーポレーション,"240,002","195,784","217,754","255,616","298,623","6,789",－952,685,"－4,856","2,980","8,295",188,"3,032","－2,474","5,327","124,083","106,578","115,492","120,866","142,945","4,257","1,287","3,494",－416,－154,"5,103","1,649","4,672",531,－279,17.0
7287,半導体・電子部品,日本精機,"263,239","246,340","216,926","223,621","275,776","14,215","7,669","3,900","－4,276","2,840","16,291","7,566","6,199","－1,399","6,490","124,239","88,602","105,001","127,954","150,192","4,176","－2,259","－1,827",－250,"4,791","3,823","－1,470","－1,096","1,313","9,352",20.0
7292,自動車部品,村上開明堂,"73,732","77,668","74,147","73,595","90,643","7,148","7,025","5,109","4,864","5,584","7,688","7,639","5,713","5,723","6,419","37,813","30,096","35,937","44,003","51,665","3,472",492,"2,615","2,379","4,060","3,733",730,"2,992","2,800","4,601",50.0
7297,自動車部品,カーメイト,"19,064","16,716","15,723","15,920","16,648",671,919,"1,361","1,331",473,690,944,"1,339","1,409",585,"7,912","6,979","6,972","7,052","7,314",402,352,562,－36,－128,399,326,596,96,－67,15.0
7298,自動車部品,八千代工業,"161,160","154,629","157,231","164,230","188,243",701,992,"5,629","10,518","10,940",928,807,"6,110","11,907","12,326","78,766","69,931","74,560","90,834","90,017","3,106","1,365","3,931","5,144","4,414","2,884","1,270","3,975","7,639","6,564",17.0
7299,自動車部品,フジオーゼックス,"23,198","22,794","19,121","22,269","21,606",895,811,714,"1,571",869,942,669,828,"1,784","1,052","11,237","7,826","11,594","11,153","11,566",349,－928,"1,118",610,635,373,－923,"1,213",825,861,75.0
7314,情報機器・通信機器,小田原機器,"3,341","6,218","4,780","3,583","4,687","－1,031",252,188,168,25,"－1,030",263,214,188,30,"3,100","2,335","1,725","2,419","1,202",137,－45,－17,92,－246,150,－28,1,103,－236,24.0
7315,自動車部品,ＩＪＴＴ,"174,936","171,683","143,705","144,360","167,983","7,738","6,419","1,277","3,292","3,948","8,596","6,894","1,474","4,247","4,567","91,068","55,668","66,773","81,075","82,847","3,746","－3,585","1,234","1,461","1,976","4,060","－3,688","1,706","1,925","2,336",12.5
7317,自動車部品,松屋アールアンドディ,"7,517","8,631","7,269","5,640","7,164",180,407,838,355,611,223,380,830,408,675,"4,278","2,860","2,446","2,872","4,162",187,313,89,202,616,172,280,95,290,618,5.0
7318,自動車部品,セレンディップ・ホールディングス,"12,961","15,196","14,460","13,805","15,195",197,290,327,194,325,115,215,417,179,347,-,"6,838","6,646","6,727","9,493",-,187,37,38,397,-,215,6,2,469,
7320,不動産・住宅,日本リビング保証,"1,647","1,955","2,624","3,305","3,919",180,204,381,650,741,213,284,458,767,"1,021",709,971,"1,195","1,608","1,744",94,155,160,467,330,106,206,239,524,402,10.0
7325,保険,アイリックコーポレーション,"3,870","4,169","4,638","5,199","6,004",563,479,365,418,187,546,488,374,432,194,"1,759","2,056","2,163","2,538","2,888",224,246,80,180,137,202,249,82,188,143,15.0
7326,保険,ＳＢＩインシュアランスグループ,-,-,-,-,-,"2,131","2,360","3,852","5,925","6,308",-,-,-,-,-,980,"2,184","3,307","4,154","4,851",,,,,,,,,,,10.0
7330,投資,レオス・キャピタルワークス,"6,157","6,099","6,783","9,479","9,660",-,-,"1,265","1,952","1,610","1,794","1,452","1,265","1,969","1,625",-,"3,242","4,537","4,828","5,139",-,778,"1,029",816,998,-,775,"1,034",831,"1,003",14.0
7338,金融仲介,インヴァスト,-,-,180,783,384,-,-,148,"1,047",381,-,-,200,86,179,-,-,538,61,190,,,,,,,,,,,19.0
7342,投資,ウェルスナビ,881,"1,552","2,516","4,647","6,573","－1,721","－2,061",－978,－432,209,"－1,718","－2,057",－999,－491,214,-,"1,075","1,954","3,092","3,710",-,－624,－175,30,188,-,－622,－176,34,188,
7343,保険,ブロードマインド,"3,140","3,244","3,281","3,622","4,324",526,301,384,491,618,557,290,423,513,651,-,"1,551","1,540","1,820","2,164",-,187,155,266,245,-,189,168,267,261,2.0
7345,投資,アイ・パートナーズフィナンシャル,"2,379","2,467","4,034","3,806","3,000",55,6,245,116,－121,56,7,239,110,－120,-,"1,665","2,055","1,398","1,840",-,74,98,－68,0,-,74,88,－67,0,4.0
7351,システム・ソフトウエア,グッドパッチ,"1,683","2,143","2,741","3,724","3,928",75,216,406,394,298,83,211,393,395,299,-,"1,121","1,343","1,857","1,818",-,160,239,342,118,-,160,230,341,123,
7352,人材紹介・人材派遣,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,"2,819","3,110","4,283","6,870","10,056",143,101,127,195,319,143,116,131,200,313,-,"1,521","1,913","2,978","4,585",-,82,99,71,140,-,81,105,78,139,1.0
7353,教育,ＫＩＹＯラーニング,609,835,"1,522","2,262","2,848",－210,－149,172,148,－183,－211,－150,158,148,－183,-,601,961,"1,252","1,703",-,－11,－71,－402,－126,-,－13,－72,－405,－131,
